Metaprotein,Superkingdom,Kingdom ,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number,EC-Number,P01_C,P02_C,P03_C,P04_C,P05_C,P06_C,P06b_C,P06c_C,P07_C,P07b_C,P07c_C,P08_C,P09_C,P10_C,P11_C,P12_C,P13_C,P14_C,P15_C,P16_C,P17_C,P18_CD,P18b_CD,P18c_CD,P19_CD,P20_CD,P21_CD,P22_CD,P23_CD,P24_CD,P25_CD,P26_CD,P27_CD,P28_CD,P29_UC,P30_UC,P31_UC,P32_UC,P33_UC,P34_UC,P35_UC,P36_UC,P37_UC,P38_UC,P39_UC,P40_UC,P41_UC,P42_UC
BEST3_HUMAN Bestrophin-3 OS=Homo sapiens GN=BEST3 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q8N1M1,K13880|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPB6_BOVIN Serpin B6 OS=Bos taurus GN=SERPINB6 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P48595,K13963|,|,0,0,0,0,2,0,0,1,0,0,0,0,3,0,4,1,0,6,0,0,0,14,3,2,0,2,0,6,14,4,8,6,0,0,0,13,6,0,0,0,0,0,0,11,0,6,0,1
SPB6_MACFA Serpin B6 OS=Macaca fascicularis GN=SERPINB6 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,unassigned,unassigned,unassigned,UniRef50_P35237,K13963|,|,0,10,0,9,21,9,5,5,8,9,6,31,22,11,11,16,13,25,3,4,2,26,20,17,23,31,1,36,36,30,22,26,40,29,19,54,31,10,23,8,6,4,32,37,16,0,25,5
SPB6_MOUSE Serpin B6 OS=Mus musculus GN=Serpinb6 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q60854,K13963|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPB8_BOVIN Serpin B8 OS=Bos taurus GN=SERPINB8 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P50452,K13965|,|,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,10,0,9,0,0,0,0,8,0,5,0,1,0,0,0,16,0,0,0,6,9,5,0,0,6,0,6
BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q13867,K01372|,3.4.22.40|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPI2_MOUSE Serpin I2 OS=Mus musculus GN=Serpini2 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_O75830,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,9,5,1,6,0,8,7,5,2,0,0,0,6,16,3,5,0,6,9,5,7,7,6,6,7
SPI2_SOLTU Serine protease inhibitor 2 OS=Solanum tuberosum PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Solanales,Solanaceae,Solanum,Solanum tuberosum,UniRef50_P58515,|,|,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,4,17,0,0,0,0,2,0,4,0,0,4,0,4,4,4
SPI21_RAT Serine protease inhibitor 2.1 (Fragment) OS=Rattus norvegicus PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P09005,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SPI7_SOLTU Serine protease inhibitor 7 OS=Solanum tuberosum PE=1 SV=2,Eukaryota,Viridiplantae,Streptophyta,unassigned,Solanales,Solanaceae,Solanum,Solanum tuberosum,UniRef50_P58514,|,|,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,4,67,0,0,0,0,0,0,9,0,0,11,0,4,24,11
SPI8_SOLTU Serine protease inhibitor 8 (Fragment) OS=Solanum tuberosum PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Solanales,Solanaceae,Solanum,Solanum tuberosum,UniRef50_P24743,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOR1_IPOBA Sporamin A OS=Ipomoea batatas PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,UniRef50_P14716,|,|,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPT6_GIBZE Transcription elongation factor SPT6 OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) GN=SPT6 PE=3 SV=1,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,UniRef50_Q4HYQ4,K11292|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPZ1B_WHEAT Serpin-Z1B OS=Triticum aestivum PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,unassigned,unassigned,UniRef50_Q9S7T8,|,|,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,13,0,0,7,0,2,2,0,0,0,0,4,0,5,0,0,0,0,7,0,14,0
"SQRD_MOUSE Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus GN=Sqrdl PE=1 SV=3",Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9Y6N5,K17218|,1.8.5.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRCA_CHICK Sarcalumenin OS=Gallus gallus GN=SRL PE=2 SV=1,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_Q7TQ48-2,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SSB_SERMA Single-stranded DNA-binding protein OS=Serratia marcescens GN=ssb PE=1 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P25762,|K03111|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSG1_AVESA 12S seed storage globulin 1 OS=Avena sativa PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Avena,Avena sativa,UniRef50_P14812,|,|,15,9,1444,5,3,3,2,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,24,0,0,0,126,47,2,0,0,54,0,0,0,0,19,160,12,5,0,0,0,0,0,0
"SSG1_MAIZE Granule-bound starch synthase 1, chloroplastic/amyloplastic OS=Zea mays GN=WAXY PE=3 SV=1",Eukaryota,Viridiplantae,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9MAQ0,|,2.4.1.242|,0,0,0,0,0,4,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SSUB2_STRAW Aliphatic sulfonates import ATP-binding protein SsuB 2 OS=Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) GN=ssuB2 PE=3 SV=1,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces avermitilis,UniRef50_Q0RT43,K15555|,3.6.3.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAD6_ORYSI Acyl-[acyl-carrier-protein] desaturase 6, chloroplastic OS=Oryza sativa subsp. indica GN=OsI_28171 PE=3 SV=2",Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,Oryza sativa,UniRef50_Q0J7E4,|,1.14.19.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"STAD7_ARATH Stearoyl-[acyl-carrier-protein] 9-desaturase 7, chloroplastic OS=Arabidopsis thaliana GN=FAB2 PE=1 SV=1",Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,Oryza sativa,UniRef50_O22832,|,1.14.19.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
STO1_CAEEL Stomatin-1 OS=Caenorhabditis elegans GN=sto-1 PE=3 SV=2,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,UniRef50_Q19200,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P53634,K01275|,3.4.14.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STOM_MOUSE Erythrocyte band 7 integral membrane protein OS=Mus musculus GN=Stom PE=1 SV=3,Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P54116,K17286|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,0,1,0,0,0,0
"SUCB_TRIVA Succinate--CoA ligase [GDP-forming] subunit beta, hydrogenosomal OS=Trichomonas vaginalis PE=1 SV=1",Eukaryota,unassigned,unassigned,unassigned,Trichomonadida,Trichomonadidae,Trichomonas,Trichomonas vaginalis,UniRef50_Q03184,|,6.2.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCC_AKKM8 Succinate--CoA ligase [ADP-forming] subunit beta OS=Akkermansia muciniphila (strain ATCC BAA-835 / Muc) GN=sucC PE=3 SV=1,Bacteria,unassigned,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,Akkermansia muciniphila,UniRef50_B2UMH5,K01903|,6.2.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCC_BURA4 Succinate--CoA ligase [ADP-forming] subunit beta OS=Burkholderia ambifaria (strain MC40-6) GN=sucC PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ambifaria,UniRef50_Q2S3H9,K01903|,6.2.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCC_ECO24 Succinate--CoA ligase [ADP-forming] subunit beta OS=Escherichia coli O139:H28 (strain E24377A / ETEC) GN=sucC PE=3 SV=1,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q7UKI3,K01903|,6.2.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCD_ECOLI Succinate--CoA ligase [ADP-forming] subunit alpha OS=Escherichia coli (strain K12) GN=sucD PE=1 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P0AGF1,K01902|,6.2.1.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTL1_HUMAN Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q14019,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SUIS_RABIT Sucrase-isomaltase, intestinal OS=Oryctolagus cuniculus GN=SI PE=1 SV=3",Eukaryota,Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,UniRef50_P07768,K01203|,3.2.1.48|3.2.1.10|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURE_METCA 5-nucleotidase SurE OS=Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath) GN=surE PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,UniRef50_Q6LMT6,K03787|,3.1.3.5|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SURF4_TAKRU Surfeit locus protein 4 OS=Takifugu rubripes GN=surf4 PE=3 SV=1,Eukaryota,Metazoa,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu rubripes,UniRef50_Q18864,K20369|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SUS1_HORVU Sucrose synthase 1 OS=Hordeum vulgare GN=SS1 PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,UniRef50_P31922,|,2.4.1.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUSB_BACTN Glucan 1,4-alpha-glucosidase SusB OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=susB PE=1 SV=1",Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,UniRef50_G8JZS4,|,3.2.1.3|,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUSC_BACTN TonB-dependent receptor SusC OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=susC PE=1 SV=1,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,UniRef50_Q8A1G1,K02014|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUSY_VIGRR Sucrose synthase OS=Vigna radiata var. radiata GN=SS1 PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Fabales,Fabaceae,unassigned,unassigned,UniRef50_P49040,|,2.4.1.13|,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUV3_RAT ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Rattus norvegicus GN=Supv3l1 PE=2 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_Q8IYB8,K17675|,3.6.4.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
SYA_NOCFA Alanine--tRNA ligase OS=Nocardia farcinica (strain IFM 10152) GN=alaS PE=3 SV=1,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,unassigned,unassigned,unassigned,UniRef50_Q9KXP9,K01872|,6.1.1.7|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYA_RHOS5 Alanine--tRNA ligase OS=Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) GN=alaS PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,UniRef50_Q8ZBT8,K01872|,6.1.1.7|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYA_STRP8 Alanine--tRNA ligase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) GN=alaS PE=3 SV=1,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,UniRef50_O34526,K01872|,6.1.1.7|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYA_UNCTG Alanine--tRNA ligase OS=Uncultured termite group 1 bacterium phylotype Rs-D17 GN=alaS PE=3 SV=1,Bacteria,unassigned,Elusimicrobia,unassigned,unassigned,unassigned,unassigned,uncultured Termite group 1 bacterium,UniRef50_B1GZ43,K01872|,6.1.1.7|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYDND_BIFLS Aspartate--tRNA(Asp/Asn) ligase OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) GN=aspS PE=3 SV=1,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unassigned,UniRef50_Q8FT19,K01876|,6.1.1.23|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYDND_PSYIN Aspartate--tRNA(Asp/Asn) ligase OS=Psychromonas ingrahamii (strain 37) GN=aspS PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_Q83BE5,K01876|,6.1.1.23|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYE_LEPIN Glutamate--tRNA ligase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=gltX PE=3 SV=1,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,Leptospira interrogans,UniRef50_B0SCM4,K01885|,6.1.1.17|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYE_PSE14 Glutamate--tRNA ligase OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) GN=gltX PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unassigned,UniRef50_Q9XCL6,K01885|,6.1.1.17|,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYE_SALRD Glutamate--tRNA ligase OS=Salinibacter ruber (strain DSM 13855 / M31) GN=gltX PE=3 SV=2,Bacteria,unassigned,Bacteroidetes,unassigned,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber,UniRef50_Q2S1L8,K01885|,6.1.1.17|,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYE1_HELP2 Glutamate--tRNA ligase 1 OS=Helicobacter pylori (strain P12) GN=gltX1 PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,UniRef50_O52914,K01885|,6.1.1.17|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYFA_ALTMD Phenylalanine--tRNA ligase alpha subunit OS=Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype) GN=pheS PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,UniRef50_P57860,K01889|,6.1.1.20|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SYFA_MANSM Phenylalanine--tRNA ligase alpha subunit OS=Mannheimia succiniciproducens (strain MBEL55E) GN=pheS PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia,Mannheimia succiniciproducens,UniRef50_Q8ZDX0,K01889|,6.1.1.20|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYFA_RHOPS Phenylalanine--tRNA ligase alpha subunit OS=Rhodopseudomonas palustris (strain BisB5) GN=pheS PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,UniRef50_Q8UIN5,K01889|,6.1.1.20|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYFB_FRATT Phenylalanine--tRNA ligase beta subunit OS=Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4) GN=pheT PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis subsp. tularensis SCHU S4,UniRef50_Q5NG54,K01890|,6.1.1.20|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SYFB_PHATC Phenylalanine--tRNA ligase beta subunit, chloroplastic OS=Phaeodactylum tricornutum (strain CCAP 1055/1) GN=pheT PE=3 SV=1",Eukaryota,unassigned,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,UniRef50_A0T0H4,|,6.1.1.20|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYG_AGARV Glycine--tRNA ligase OS=Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) GN=glyQS PE=3 SV=1,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,unassigned,unassigned,unassigned,UniRef50_Q8F6C0,K01880|,6.1.1.14|,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
SYG_CLOPH Glycine--tRNA ligase OS=Clostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) GN=glyQS PE=3 SV=1,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium phytofermentans,UniRef50_Q8EW64,K01880|,6.1.1.14|,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
